gene_id,SRX033480,SRX033488,SRX033481,SRX033489,SRX033482,SRX033472,SRX033473,SRX033474,SRX033475,SRX033491
5118,6,15,5,17,6,21,18,10,11,20
5119,268,709,222,673,298,496,630,477,397,823
5120,1,2,5,1,1,3,5,4,1,5
5121,0,0,0,1,0,0,0,2,0,0
5122,0,0,0,0,0,0,0,0,0,0
5123,367,909,374,1021,509,755,1002,626,432,1333
5124,1,0,1,0,0,0,0,1,0,1
5125,0,0,0,0,0,0,0,0,0,0
5126,0,0,0,0,0,0,0,0,0,0
5127,0,0,0,0,0,0,0,0,0,0
5128,0,0,0,0,0,0,0,0,0,0
5129,0,0,0,0,0,0,0,0,0,0
5130,93,234,75,245,95,181,233,167,139,286
5131,75,199,43,183,74,139,160,142,101,213
5132,0,0,0,0,0,0,0,0,0,0
5133,0,0,0,0,0,0,0,0,0,0
5134,1,1,1,3,0,4,0,4,4,4
5135,0,1,1,0,0,2,1,0,3,2
5136,105,236,109,223,114,173,206,180,122,284
5137,7,7,0,4,5,1,4,0,2,6
5138,2,0,0,3,0,0,0,0,0,1
5139,0,1,0,0,0,0,0,0,0,0
5140,28,26,14,33,15,16,18,16,17,31
5141,0,0,0,0,0,0,0,0,0,0
5142,56,159,52,193,77,95,117,60,65,222
5143,0,0,0,0,0,0,0,0,0,0
5144,0,0,0,0,0,0,0,0,0,0
5145,1,5,0,4,2,1,3,3,5,2
5146,5,12,3,11,4,7,7,4,2,15
5147,19,40,10,30,20,43,60,39,33,70
5148,854,1948,682,1931,694,728,958,774,884,1864
5149,47,100,54,128,31,46,63,59,33,125
5150,92,147,68,188,81,111,106,104,84,184
5151,0,0,0,0,0,0,0,0,0,0
5152,0,1,0,0,0,2,2,0,0,0
5153,1356,2813,1182,2938,1345,1779,2203,1813,1989,3304
5154,7,13,10,23,8,17,21,14,16,26
5155,0,0,0,0,0,0,0,0,0,0
5156,0,1,0,1,0,4,1,5,1,0
5157,0,0,0,0,0,0,0,0,0,0
5158,143,385,157,431,195,407,443,334,268,531
5159,0,0,0,0,0,0,0,0,0,0
5160,2,6,1,5,6,9,7,2,0,8
5161,30,46,30,46,16,39,39,34,34,58
5162,0,0,0,0,0,0,0,0,0,0
5163,0,0,0,0,0,0,0,0,0,0
5164,3590,7274,2226,5354,2876,5734,7484,6461,5409,7887
5165,0,0,0,0,0,0,0,0,0,0
5166,11,47,21,47,17,22,28,18,16,29
5167,0,0,0,0,0,0,0,0,0,0
5168,6,11,4,28,11,5,10,8,13,17
5169,4,7,4,10,1,1,4,1,4,4
5170,0,0,0,0,0,0,0,0,0,0
5171,153,319,143,328,153,122,133,87,124,324
5172,29,87,25,84,50,51,58,40,44,98
5173,0,0,0,0,0,0,0,0,0,0
5174,0,0,0,0,0,0,0,0,0,0
5175,0,0,0,0,0,0,0,0,0,0
5176,3,9,3,11,9,8,2,1,5,16
5177,11,21,18,18,5,13,21,14,14,17
5178,1199,2751,1014,2725,1124,1146,1442,1147,1271,3069
5179,0,0,0,0,0,0,0,0,0,0
5180,319,533,230,552,217,173,253,185,315,630
5181,794,1736,620,1655,669,605,764,639,825,1982
5182,0,0,0,0,0,0,0,0,0,0
5183,42,112,40,108,43,67,66,50,51,123
5184,0,0,0,0,0,0,0,0,0,0
5185,0,0,0,0,0,0,0,0,0,0
5186,0,0,0,0,0,0,0,0,0,0
5187,0,0,0,0,0,0,0,0,0,0
5188,1330,3426,1082,3263,1251,2709,2921,2151,1758,4214
5189,0,2,0,1,0,0,0,0,0,1
5190,1867,3458,1806,4254,1770,2065,2726,1822,2171,3695
5191,131,184,101,220,99,83,114,94,103,194
5192,0,0,0,0,0,0,0,0,0,0
5193,191,283,168,340,221,170,235,146,181,331
5194,4,11,6,26,7,12,12,15,2,24
5195,0,0,0,0,0,0,0,0,0,0
5196,0,0,0,0,0,0,0,0,0,0
5197,0,0,0,0,0,0,0,0,0,0
5198,8,17,6,21,11,10,12,6,12,21
5199,0,0,0,0,0,0,0,0,0,0
5200,2,10,0,12,3,5,7,1,2,3
5201,9,19,6,13,6,10,21,10,12,23
5202,0,0,0,0,0,0,0,0,0,0
5203,348,965,305,955,393,661,829,621,518,1154
5204,54,106,47,131,29,122,136,89,88,232
5205,25,75,28,92,42,66,116,70,52,117
5206,418,1159,429,1170,557,939,1064,724,654,1408
5207,325,684,277,716,326,783,945,686,540,896
5208,3,15,2,18,6,10,11,20,7,19
5209,3,4,0,2,2,4,4,2,1,3
5210,10940,24799,11278,27305,14428,20548,25696,17540,17231,27540
5211,56,177,52,168,58,90,92,77,66,283
5212,12,43,14,65,13,45,52,21,30,61
5213,23,39,12,57,19,98,89,64,47,52
5214,0,0,0,0,0,0,0,0,0,0
5215,0,1,2,1,0,0,0,0,0,0
5216,0,0,0,0,0,0,0,0,0,0
5217,0,0,4,0,0,2,0,0,0,4
5218,0,0,0,0,0,0,0,0,0,0
5219,29,64,36,68,28,31,32,38,44,90
5220,33,68,25,97,27,18,29,33,34,61
5221,4,31,9,22,12,11,15,12,17,26
5222,426,752,397,842,404,552,691,432,428,860
5223,1,9,1,3,3,1,1,0,0,2
5224,0,0,0,0,0,0,0,0,0,0
5225,10,14,8,21,9,14,5,11,12,19
5226,175,414,170,414,188,360,385,227,267,486
5227,8,7,4,3,1,3,3,4,4,5
5228,458,732,472,967,475,397,510,364,441,1078
5229,139,159,126,160,122,116,137,115,84,210
5230,23,50,20,48,19,51,54,40,42,55
5231,0,0,0,0,0,0,0,0,0,0
5232,7,15,10,20,7,9,16,11,3,14
5233,0,0,0,0,0,0,0,0,0,0
5234,1,11,3,9,1,15,12,13,17,14
5235,0,0,0,0,0,0,0,0,0,0
5236,59,89,51,91,65,52,43,39,42,94
5237,125,242,135,259,80,207,224,104,207,324
5238,0,0,0,0,0,0,0,0,0,0
5239,251,511,211,605,263,351,411,262,305,738
5240,0,0,0,0,0,0,0,0,0,0
5241,0,0,0,0,0,0,0,0,0,0
5242,10,30,12,23,28,19,16,19,18,38
5243,362,907,267,534,274,386,517,583,364,603
5244,1,3,0,0,0,0,1,0,0,1
5245,0,0,0,0,0,0,0,0,0,0
5246,0,0,0,0,0,0,0,0,0,0
5247,232,456,176,493,206,329,362,298,279,519
5248,0,0,0,0,0,0,0,0,0,0
5249,147,154,110,176,97,149,147,158,127,195
5250,0,0,0,0,0,0,0,0,0,0
5251,0,0,0,0,0,0,0,0,0,0
5252,6,19,2,17,11,9,14,9,6,33
5253,25,56,26,59,27,50,51,40,32,68
5254,603,1189,510,1264,550,471,482,330,391,1125
5255,0,2,0,1,0,3,1,1,0,1
5256,0,0,0,0,0,0,0,0,0,0
5257,0,0,0,0,0,0,0,0,0,0
5258,0,0,0,0,0,0,0,0,0,0
5259,0,0,0,0,0,0,0,0,0,0
5260,9,24,9,16,6,14,20,19,16,36
5261,1,21,11,21,13,19,20,12,19,26
5262,27,71,20,79,24,69,73,52,42,95
5263,0,0,0,0,0,0,0,0,0,0
5264,19,26,16,37,20,8,9,6,9,24
5265,17272,34491,15197,36407,17979,24148,31447,22479,20633,40967
5266,290,621,251,661,271,398,475,442,309,957
5267,63,86,34,114,35,60,77,39,23,103
5268,13,17,8,16,11,25,22,21,22,23
5269,1,12,5,8,3,6,9,11,5,21
5270,26,57,12,60,23,65,62,40,28,70
5271,0,0,0,0,0,0,0,0,0,0
5272,16,45,8,29,28,47,45,64,40,60
5273,0,0,0,0,0,0,0,0,0,0
5274,0,0,0,0,0,0,0,0,0,0
5275,6,8,4,2,4,2,1,2,2,2
5276,284,385,256,426,247,385,525,447,414,651
5277,0,0,0,0,0,0,0,0,0,0
5278,4,4,0,3,2,0,0,2,4,3
5279,4,10,4,11,8,4,3,3,3,22
5280,1645,3515,1263,3298,1418,2532,2722,2198,1972,3911
5281,927,2116,838,1966,921,973,1256,1124,1217,2286
5282,80,177,70,150,71,60,96,67,78,201
5283,56,122,52,156,50,52,69,56,64,165
5284,150,235,116,243,140,82,106,75,133,234
5285,250,411,245,497,231,231,308,189,326,510
5286,0,0,0,2,0,0,0,0,1,1
5287,17,49,27,67,38,42,68,58,44,65
5288,0,0,0,0,0,0,0,0,0,0
5289,42,136,77,187,50,122,118,64,96,149
5290,0,0,0,0,0,0,0,0,0,0
5291,0,0,0,0,0,0,0,0,0,0
5292,11,47,15,55,9,24,20,21,12,39
5293,0,5,5,7,0,1,1,1,3,2
5294,150,277,155,336,148,84,122,50,147,282
5295,0,0,0,0,0,0,0,0,0,0
5296,122,334,98,311,136,155,221,152,152,334
5297,0,0,0,0,0,0,0,0,0,0
5298,53,124,46,103,52,42,54,48,59,124
5299,0,0,0,0,0,0,0,0,0,1
5300,64,119,43,127,50,57,85,67,67,166
5301,6,3,0,12,2,1,3,4,1,10
5302,0,0,0,0,0,0,0,0,0,0
5303,6,17,8,7,6,4,13,19,6,16
5304,1657,3250,1431,3313,1560,902,1365,1037,1142,2726
5305,78,214,60,236,95,75,110,109,81,185
5306,134,297,111,276,128,84,128,93,104,285
5307,9,9,0,5,8,3,10,6,3,13
5308,204,415,136,356,172,128,172,148,176,466
5309,0,0,0,1,0,0,0,0,1,0
5310,15,31,16,35,12,1,16,15,12,25
5311,2,1,2,2,2,3,2,2,1,6
5312,12,22,13,22,9,5,9,18,15,41
5313,349,743,260,715,292,253,385,271,235,694
5314,0,0,0,0,0,0,0,0,0,0
5315,3,3,2,4,0,2,1,2,3,4
5316,463,902,427,952,417,457,500,402,475,850
5317,91,115,68,131,48,69,105,65,88,173
5318,0,0,0,0,0,0,0,0,0,0
5319,0,0,0,0,0,0,0,0,0,0
5320,2,8,13,22,8,10,6,11,9,12
5321,43,34,23,50,19,35,40,48,38,56
5322,40,61,30,72,39,72,85,80,81,79
5323,7,25,14,33,14,15,21,17,18,40
5324,0,0,0,0,0,0,0,0,0,0
5325,2,15,2,14,6,12,11,6,3,13
5326,0,0,0,0,0,0,0,0,0,0
5327,5,9,9,7,3,20,8,11,14,57
5328,691,1156,609,1331,571,651,724,591,583,1357
5329,76,66,52,105,35,62,37,65,74,101
5330,96,252,116,268,127,87,146,97,153,294
5331,0,0,0,0,0,0,0,0,0,0
5332,0,0,0,0,0,0,0,0,0,0
5333,20,7,12,16,9,9,14,22,17,16
5334,3,3,0,3,3,0,0,0,2,2
5335,36,85,34,82,21,20,36,15,26,76
5336,2787,6447,2897,6982,2914,3093,3685,2496,3239,6834
5337,0,0,0,0,0,0,0,0,0,0
5338,1283,2630,1038,2592,1015,1111,1462,1192,1221,2526
5339,6,6,2,1,2,3,3,6,2,7
5340,103,207,79,215,75,113,134,107,107,197
5341,0,0,0,0,0,0,0,0,0,0
5342,15,21,9,20,14,20,8,9,16,10
5343,132,313,110,275,129,170,227,154,129,301
5344,62,134,64,167,70,77,93,57,47,145
5345,9,22,18,24,6,3,8,6,2,24
5346,18,48,26,61,18,17,22,15,15,64
5347,0,0,0,0,0,0,1,0,1,0
5348,0,0,0,0,0,0,0,0,0,0
5349,0,1,0,0,0,0,0,0,0,0
5350,54,121,43,96,59,76,79,63,85,124
5351,0,0,0,0,0,0,0,0,0,0
5352,387,935,410,1080,396,444,585,461,456,1141
5353,0,0,0,0,0,0,0,0,0,0
5354,316,430,238,452,215,170,259,179,242,487
5355,0,0,0,0,0,0,0,0,0,0
5356,0,0,0,0,0,0,0,0,0,0
5357,48,41,30,56,19,60,70,47,64,70
5358,0,0,0,0,0,0,0,0,0,0
5359,1770,3079,1576,3524,1684,2011,2185,1760,1687,3351
5360,19,29,17,45,18,21,24,14,24,42
5361,0,0,0,0,0,0,0,0,0,0
5362,22,77,26,58,19,19,27,16,26,76
5363,0,0,0,0,0,0,0,0,0,0
5364,22,28,19,32,23,20,29,19,21,57
5365,0,0,0,0,0,0,0,0,0,0
5366,1,5,2,6,5,4,3,2,4,9
5367,0,19,2,13,2,2,4,4,3,8
5368,0,0,0,0,0,0,0,0,0,0
5369,0,0,0,0,0,0,0,0,0,0
5370,0,0,0,0,0,0,0,0,0,0
5371,0,0,0,0,0,0,0,0,0,0
5372,0,0,0,1,0,0,0,0,0,0
5373,1,78,1,31,4,6,8,8,1,15
5374,53,78,46,117,40,71,70,45,42,142
5375,63,165,82,205,81,95,96,74,87,128
5376,0,0,0,0,0,0,0,0,0,0
5377,0,0,0,0,0,0,0,0,0,0
5378,1,9,1,6,2,1,2,9,0,9
5379,0,0,0,0,0,0,0,0,0,0
5380,0,0,3,1,2,1,3,0,3,0
5381,0,0,0,1,0,0,0,0,0,1
5382,29,84,32,77,30,27,40,28,52,71
5383,4,2,2,0,1,3,0,2,6,5
5384,1109,1779,986,1982,1124,1220,1412,1083,1028,1826
5385,375,871,371,843,327,794,908,572,570,1011
5386,148,254,90,241,148,137,133,107,105,289
5387,125,182,81,234,101,190,172,118,132,293
5388,212,449,202,506,214,255,301,183,244,534
5389,891,1371,729,1449,828,536,712,492,678,1529
5390,0,0,0,0,0,0,0,0,0,0
5391,0,0,0,0,0,0,0,0,0,0
5392,0,0,0,0,0,0,0,0,0,0
5393,0,0,0,0,0,0,0,0,0,0
5394,104,156,47,130,58,34,56,48,62,138
5395,0,0,0,0,0,0,0,0,0,0
5396,0,0,0,0,0,0,0,0,0,0
5397,1,11,3,14,7,3,9,4,5,20
5398,3,4,1,3,2,1,4,0,2,4
5399,1,4,0,3,1,3,1,0,0,3
5400,0,0,0,0,0,0,0,0,0,0
5401,0,0,0,0,0,0,0,0,0,0
5402,118,278,81,248,113,114,122,85,121,260
5403,42,98,51,88,43,34,48,30,55,153
5404,0,0,0,0,0,0,0,0,0,0
5405,18,34,15,31,28,6,12,10,12,28
5406,158,461,141,404,157,195,245,200,181,490
5407,790,1850,788,1922,766,810,1054,777,1005,1875
5408,0,0,0,0,0,0,0,0,0,0
5409,0,0,0,0,0,0,0,0,0,1
5410,2,2,0,3,0,0,0,2,2,4
5411,945,1787,861,1971,799,1193,1268,1063,1117,2094
5412,2,3,1,8,1,12,2,5,3,13
5413,0,0,0,0,0,0,0,0,0,0
5414,77,291,121,323,131,233,306,178,153,342
5415,0,0,0,0,0,0,0,0,0,0
5416,0,0,0,0,0,0,0,0,0,0
5417,2,7,8,13,11,3,5,8,4,15
5418,0,0,0,0,0,0,0,0,0,0
5419,130,106,118,156,80,191,207,150,122,128
5420,10,40,5,39,7,20,26,6,11,27
5421,0,0,0,0,0,0,0,0,0,0
5422,43,45,30,25,31,69,76,73,60,54
5423,56,131,70,147,47,76,70,65,65,146
5424,0,0,0,0,0,0,0,0,0,0
5425,0,0,0,0,0,0,0,0,0,0
5426,0,0,0,0,0,0,0,0,0,0
5427,319,715,303,718,366,274,345,233,301,660
5428,30,66,30,95,15,14,31,24,19,97
5429,0,0,0,0,0,0,0,0,0,0
5430,15,39,17,46,35,37,25,37,38,46
5431,1756,3766,1468,3424,1634,722,1371,789,1400,3103
5432,621,1246,494,1266,550,588,756,572,606,1389
5433,15,32,6,27,15,11,13,10,8,29
5434,0,0,0,0,0,0,0,0,0,0
5435,0,0,0,0,0,0,0,0,0,0
5436,38,90,18,76,39,73,89,95,64,84
5437,27,79,16,96,27,40,60,44,26,86
5438,0,0,0,0,0,0,0,0,0,0
5439,31,45,32,57,26,34,33,20,33,47
5440,0,0,0,0,0,0,0,0,0,0
5441,18,58,7,45,11,29,26,25,11,53
5442,0,0,0,0,0,0,0,0,0,0
5443,25,42,23,43,23,44,28,51,31,43
5444,0,0,0,0,0,0,0,0,0,0
5445,0,0,0,0,0,0,0,0,0,0
5446,0,0,0,0,0,0,0,0,0,0
5447,45,93,39,87,44,104,97,63,68,103
5448,0,0,0,0,0,0,0,0,0,0
5449,1328,2427,1085,2197,1172,1355,2028,1454,1424,2685
5450,168,294,155,307,146,153,162,147,179,350
5451,23,41,14,41,18,29,49,49,32,61
5452,3,7,1,17,9,10,8,8,7,8
5453,0,0,0,0,0,0,0,0,0,0
5454,649,1155,592,1205,499,719,768,717,556,1579
5455,3,9,7,14,10,12,11,7,9,11
5456,9,42,12,41,18,34,40,21,26,54
5457,0,0,0,0,0,0,0,0,0,0
5458,0,0,0,0,0,0,0,0,0,0
5459,0,0,0,0,0,0,0,0,0,0
5460,0,0,0,0,0,0,0,0,0,0
5461,1399,3503,1129,3328,1418,2228,2959,2466,1776,4202
5462,225,329,193,339,212,251,314,255,224,419
5463,3703,9101,3516,9368,4321,9118,10138,8157,7008,11426
5464,2,12,2,5,4,0,4,3,4,7
5465,0,0,0,0,0,0,0,0,0,0
5466,0,4,0,2,1,3,1,1,0,1
5467,185,491,219,556,241,385,398,310,313,525
5468,0,0,0,0,0,0,0,0,0,0
5469,0,0,0,0,0,0,0,0,0,0
5470,981,2282,900,2294,997,953,1227,900,1304,2549
5471,94,140,49,139,41,89,95,86,88,136
5472,0,0,0,0,0,0,0,0,0,0
5473,1645,3707,1399,4181,1840,4406,4270,2929,2519,4725
5474,3,11,10,20,15,8,8,8,6,12
5475,0,0,0,0,0,0,0,0,0,0
5476,94,193,88,172,65,95,116,89,110,187
5477,2,2,0,1,1,1,3,0,0,0
5478,0,0,0,0,0,0,0,0,0,0
5479,1652,2530,1364,2963,1444,1061,1230,933,1111,2474
5480,2651,4903,2243,4649,2342,2276,3034,2351,2598,4975
5481,0,0,0,3,0,1,0,0,1,0
5482,27,50,19,38,18,24,30,14,13,65
5483,47,66,42,79,51,84,58,62,61,121
5484,0,0,0,0,0,0,0,0,0,0
5485,21,20,20,21,7,35,23,33,17,41
5486,426,987,355,1027,436,404,425,366,384,1002
5487,0,0,0,0,0,0,0,0,0,0
5488,0,0,0,0,0,0,0,0,0,0
5489,160,341,146,341,156,213,245,175,173,416
5490,490,1124,452,1248,549,606,738,575,492,1267
5491,0,0,0,0,0,0,0,0,0,0
5492,0,0,0,0,0,0,0,0,0,0
5493,62,124,70,129,67,119,102,56,57,129
5494,14,13,10,29,22,11,13,7,11,19
5495,4,5,3,7,0,10,18,13,9,12
5496,4646,11702,4459,12574,5785,8305,10430,7108,6345,13172
5497,120,331,134,359,148,204,194,151,138,386
5498,178,487,171,516,214,494,548,432,316,601
5499,0,0,0,0,0,0,0,0,0,0
5500,0,0,0,0,0,0,0,0,0,1
5501,0,0,0,0,0,0,0,0,0,0
5502,0,0,0,0,0,0,0,0,0,0
5503,0,0,0,0,0,0,0,0,0,0
5504,293,327,269,482,259,219,249,199,272,529
5505,0,0,0,0,0,0,0,0,0,0
5506,0,0,0,0,0,0,0,0,0,0
5507,206,550,192,402,223,323,391,385,294,509
5508,36,64,36,84,34,80,77,77,47,111
5509,52,123,48,126,58,93,98,87,64,146
5510,0,0,0,0,0,0,0,0,0,0
5511,186,374,158,484,243,227,268,172,248,452
5512,0,0,0,1,2,2,1,0,3,2
5513,132,251,129,343,138,192,207,154,120,310
5514,0,0,0,0,0,0,0,0,0,0
5515,0,0,0,0,0,0,0,0,0,0
5516,0,0,0,0,0,0,0,0,0,0
5517,0,0,0,0,0,0,0,0,0,0
5518,0,0,0,0,0,0,0,1,0,0
5519,100,195,86,216,91,148,153,96,128,260
5520,6,4,0,9,0,7,5,6,5,6
5521,0,3,1,0,3,4,1,8,3,7
5522,179,409,178,407,199,223,280,228,185,483
5523,19,37,11,21,23,54,42,49,24,43
5524,0,0,0,0,0,0,0,0,0,0
5525,278,511,233,604,285,587,690,568,473,720
5526,0,5,2,1,2,1,2,0,1,2
5527,10,23,13,19,10,28,26,45,13,32
5528,590,1151,496,1078,474,576,733,603,684,1257
5529,38,92,38,105,30,72,69,77,56,84
5530,11,17,17,37,10,25,20,11,12,41
5531,2,0,1,2,0,1,0,3,1,3
5532,2,0,0,1,0,0,0,0,0,1
5533,0,0,0,0,0,0,0,0,0,0
5534,0,0,0,0,0,0,0,0,0,0
5535,0,0,0,0,0,0,0,0,0,0
5536,0,0,0,0,0,0,0,0,0,0
5537,92,227,80,201,97,127,178,118,119,213
5538,124,298,98,223,103,100,93,117,135,210
5539,0,0,0,0,0,0,0,0,0,0
5540,23,47,21,80,22,50,43,38,31,100
5541,36,98,29,103,41,50,65,43,47,102
5542,3,4,1,1,4,1,1,2,1,5
5543,0,0,0,0,0,0,0,0,0,0
5544,675,1226,576,1300,565,571,661,483,667,1447
5545,1,5,0,1,0,2,0,4,2,2
5546,25,79,45,78,36,14,19,9,7,23
5547,38,85,46,95,55,41,51,40,44,72
5548,0,3,0,1,4,0,0,0,0,2
5549,5,4,1,4,1,2,0,0,0,0
5550,66,118,65,151,59,30,56,34,46,187
5551,0,0,0,0,0,0,0,0,0,0
5552,0,0,0,1,0,0,0,0,2,0
5553,0,0,0,0,0,0,0,0,0,0
5554,841,1488,779,1510,777,530,758,618,711,1726
5555,20,20,5,9,5,3,7,10,17,26
5556,71,96,55,107,53,41,60,46,54,111
5557,10,21,10,19,7,12,20,4,6,17
5558,549,956,525,921,472,404,580,443,669,993
5559,7,43,17,48,12,0,1,0,0,7
5560,2,1,0,2,0,5,1,1,0,2
5561,0,2,1,2,0,0,1,0,0,4
5562,13,34,12,37,21,45,48,34,27,69
5563,0,0,0,0,0,0,0,0,0,1
5564,360,754,372,729,383,211,322,192,308,704
5565,0,0,0,0,0,0,0,0,0,0
5566,0,4,3,7,3,2,1,3,0,4
5567,0,0,0,0,0,1,0,0,0,1
5568,0,0,0,0,0,0,0,0,0,0
5569,0,0,0,0,0,0,0,0,0,0
5570,0,0,0,0,0,0,0,0,0,0
5571,0,0,0,1,0,0,0,0,0,0
5572,0,0,0,0,0,0,0,0,0,0
5573,417,970,391,916,407,567,716,559,526,996
5574,57,91,26,89,46,83,96,74,62,135
5575,1,2,0,1,0,1,0,4,1,0
5576,12,22,20,33,18,0,20,1,2,5
5577,0,0,0,0,0,0,0,0,0,0
5578,0,0,0,0,0,0,0,0,0,0
5579,0,0,0,0,0,0,0,0,0,0
5580,3,4,1,3,5,0,1,0,0,1
5581,0,0,0,0,0,0,0,0,0,0
5582,1297,3270,1310,3463,1547,1651,2290,1619,1385,3382
5583,1158,3135,1138,3096,1347,1897,2409,2039,1515,3390
5584,468,849,395,943,368,559,660,487,578,943
5585,102,280,73,291,108,197,212,170,123,331
5586,0,0,0,0,0,0,0,0,0,0
5587,0,7,1,3,0,0,1,1,3,7
5588,0,0,0,0,0,0,0,0,0,0
5589,0,0,0,0,0,0,0,1,0,2
5590,16,21,7,24,13,12,12,23,13,17
5591,590,901,498,956,556,275,497,339,590,1022
5592,12,29,22,22,10,17,38,17,10,12
5593,0,0,0,0,0,0,0,0,0,0
5594,189,359,126,402,160,374,414,371,385,568
5595,111,256,131,284,85,113,157,122,117,275
5596,1429,2747,1411,3024,1515,2317,2722,1898,1782,2781
5597,72,109,58,162,72,224,211,187,151,179
5598,0,0,0,0,0,0,0,0,0,0
5599,1,1,0,0,1,2,2,0,0,1
5600,453,972,460,942,433,908,1018,876,719,1343
5601,0,0,0,0,0,0,0,0,0,0
5602,20,27,4,25,16,35,36,29,27,43
5603,1,0,0,1,2,0,0,2,0,3
5604,719,1363,782,1644,792,1594,1519,1186,1055,2016
5605,0,0,0,0,1,0,0,0,0,0
5606,0,0,0,0,0,0,0,0,0,0
5607,473,932,462,969,491,473,568,338,451,1026
5608,0,0,0,0,0,0,0,0,0,0
5609,0,0,0,1,0,0,0,0,0,0
5610,0,0,0,0,0,0,0,0,0,0
5611,241,476,183,503,210,389,385,384,285,530
5612,18,54,14,45,25,24,25,20,20,65
5613,0,0,0,0,0,0,0,0,0,0
5614,57,103,52,120,52,71,66,87,61,118
5615,0,0,0,0,0,0,0,0,0,0
5616,86,187,46,160,73,94,79,119,83,134
5617,13,10,7,12,1,6,4,2,4,10
5618,31,66,26,79,37,33,41,40,47,79
5619,0,0,0,0,0,0,0,0,0,0
5620,282,539,197,471,228,170,239,168,294,580
5621,0,0,0,0,0,0,0,0,0,0
5622,0,0,0,0,0,0,0,0,0,0
5623,0,0,0,0,0,0,0,0,0,0
5624,0,0,0,0,0,0,0,0,0,0
5625,0,0,0,0,0,0,0,0,0,0
5626,22,17,10,46,26,20,14,7,27,46
5627,649,1298,559,1334,599,820,897,848,730,1442
5628,1,0,0,0,0,0,0,0,0,0
5629,418,833,375,912,355,391,494,427,453,966
5630,31,70,30,69,43,22,23,18,17,68
5631,29,27,22,50,24,23,20,15,29,52
5632,0,0,0,0,0,0,0,0,0,0
5633,516,1223,502,1328,517,546,736,626,593,1544
5634,202,628,288,690,366,384,437,308,300,705
5635,56,117,26,98,52,24,42,28,13,80
5636,98,210,57,186,96,135,182,253,172,266
5637,394,774,410,839,373,365,403,324,403,745
5638,0,0,0,0,0,0,0,0,0,0
5639,136,293,125,299,131,222,262,181,169,360
5640,0,0,0,0,0,0,0,0,0,0
5641,31,92,33,88,36,49,84,70,62,107
5642,0,0,0,0,0,0,0,0,0,0
5643,167,295,127,289,134,130,155,177,145,323
5644,0,0,0,0,0,0,0,0,0,0
5645,0,2,1,0,0,0,1,0,0,1
5646,0,0,0,0,0,0,1,0,0,2
5647,0,0,0,0,0,0,0,0,1,0
5648,0,0,0,0,0,0,0,0,0,0
5649,26,56,13,42,9,49,53,61,36,55
5650,0,0,0,0,0,0,0,0,0,0
5651,11,31,11,42,11,28,22,23,15,31
5652,3,6,4,11,2,3,1,0,1,8
5653,0,0,0,0,0,0,0,0,0,0
5654,877,1809,808,1882,953,1187,1248,1032,995,1814
5655,0,0,0,0,0,0,0,0,0,0
5656,111,180,96,182,92,158,181,185,157,257
5657,0,0,0,0,0,1,1,0,0,0
5658,20,67,26,67,27,15,22,33,21,53
5659,6,3,3,8,4,3,1,0,0,6
5660,54,42,36,75,30,90,84,55,66,57
5661,199,494,187,575,207,270,290,221,246,515
5662,0,0,0,0,0,0,0,0,0,0
5663,0,0,0,0,0,0,0,0,0,0
5664,832,1756,722,1786,806,913,1089,786,869,1904
5665,0,0,0,0,0,0,0,0,0,0
5666,0,0,0,0,0,0,0,0,0,0
5667,0,2,0,4,3,0,2,2,0,1
5668,103,177,64,165,91,100,130,101,94,232
5669,13615,26638,10656,25207,11071,13388,16134,15050,13742,33107
5670,13,27,15,29,11,3,12,17,8,25
5671,213,398,206,499,256,156,212,157,219,429
5672,8,144,17,83,7,4,5,7,6,8
5673,0,0,0,0,0,0,0,0,0,0
5674,0,1,1,0,0,0,1,0,0,0
5675,0,1,0,2,1,0,8,5,4,2
5676,0,0,0,0,0,0,0,0,0,0
5677,3702,7265,2934,7119,3054,2066,2564,1859,2447,5720
5678,62,92,44,105,61,21,74,42,43,107
5679,2951,6351,2332,6546,2432,4790,5070,3942,4342,8729
5680,3,0,0,0,1,2,0,2,0,1
5681,0,1,0,2,0,0,0,0,0,0
5682,177,334,206,422,186,249,315,205,303,422
5683,1423,2567,1436,2673,1310,1569,1840,1371,1632,2684
5684,215,497,240,499,275,209,268,185,231,504
5685,0,0,5,1,0,1,0,0,2,2
5686,0,7,5,5,1,3,1,2,3,6
5687,0,0,0,0,0,0,0,0,0,0
5688,0,0,0,0,0,0,0,0,0,0
5689,14,22,25,24,17,11,18,6,16,18
5690,354,785,292,859,380,601,749,554,538,920
5691,0,0,0,0,0,0,0,0,0,0
5692,0,0,0,0,0,0,0,0,0,0
5693,0,0,0,0,0,0,0,0,0,0
5694,259,577,268,676,333,352,393,270,332,692
5695,1044,2151,1031,2318,982,1148,1282,887,1102,2472
5696,1,0,0,1,2,0,0,0,0,0
5697,27,53,13,40,22,27,49,31,35,62
5698,0,0,0,0,0,0,0,0,0,0
5699,943,1913,842,1926,849,1329,1644,1325,1210,2341
5700,1,0,0,1,3,4,1,0,0,4
5701,0,0,0,0,0,0,0,0,0,0
5702,7,19,8,19,23,20,30,24,19,25
5703,81,166,66,152,64,52,78,47,72,157
5704,86,176,67,173,69,110,121,95,105,212
5705,6,4,1,5,3,5,1,0,4,4
5706,8,8,3,9,8,2,12,7,7,7
